date_time,traffic_volume,weather_main,temp,clouds_all,weekday,hour,month,year
2015-10-05 06:00:00,5801,Mist,280.96,90,Monday,6,10,2015
2015-10-05 07:00:00,6470,Clouds,281.16,90,Monday,7,10,2015
2015-10-05 10:00:00,4457,Clouds,283.34,90,Monday,10,10,2015
2015-10-05 11:00:00,4565,Clouds,284.35,90,Monday,11,10,2015
2015-10-05 12:00:00,4815,Clouds,285.84,90,Monday,12,10,2015
2015-10-05 13:00:00,5033,Clouds,286.96,90,Monday,13,10,2015
2015-10-05 14:00:00,5314,Clouds,288.27,90,Monday,14,10,2015
2015-10-05 15:00:00,5825,Clouds,288.75,90,Monday,15,10,2015
2015-10-05 16:00:00,6398,Clouds,289.31,90,Monday,16,10,2015
2015-10-05 17:00:00,5880,Clouds,289.28,90,Monday,17,10,2015
2015-10-05 18:00:00,4552,Clear,288.63,1,Monday,18,10,2015
2015-10-05 19:00:00,3380,Haze,287.43,1,Monday,19,10,2015
2015-10-05 20:00:00,2605,Clouds,284.45,40,Monday,20,10,2015
2015-10-05 21:00:00,2195,Clear,284.04,1,Monday,21,10,2015
2015-10-05 22:00:00,1678,Clouds,284.25,90,Monday,22,10,2015
2015-10-05 23:00:00,2228,Clouds,284.54,90,Monday,23,10,2015
2015-10-06 00:00:00,572,Clouds,284.96,90,Tuesday,0,10,2015
2015-10-06 02:00:00,268,Clouds,285.01,90,Tuesday,2,10,2015
2015-10-06 03:00:00,333,Clouds,285.09,90,Tuesday,3,10,2015
2015-10-06 04:00:00,870,Clouds,285.22,90,Tuesday,4,10,2015
2015-10-06 05:00:00,2900,Clouds,285.22,90,Tuesday,5,10,2015
2015-10-06 06:00:00,5870,Clouds,285.3,90,Tuesday,6,10,2015
2015-10-06 07:00:00,6336,Clouds,285.36,90,Tuesday,7,10,2015
2015-10-06 11:00:00,4599,Clouds,289.28,90,Tuesday,11,10,2015
2015-10-06 12:00:00,4817,Clouds,291.09,75,Tuesday,12,10,2015
2015-10-06 13:00:00,4775,Haze,292.35,90,Tuesday,13,10,2015
2015-10-06 14:00:00,5149,Clouds,293.31,40,Tuesday,14,10,2015
2015-10-06 15:00:00,5710,Clouds,293.74,75,Tuesday,15,10,2015
2015-10-06 16:00:00,6557,Clouds,293.77,90,Tuesday,16,10,2015
2015-10-06 17:00:00,6201,Clouds,293.35,40,Tuesday,17,10,2015
2015-10-06 18:00:00,4645,Clear,292.3,1,Tuesday,18,10,2015
2015-10-06 19:00:00,3458,Clear,289.37,1,Tuesday,19,10,2015
2015-10-06 20:00:00,2772,Clear,288.76,1,Tuesday,20,10,2015
2015-10-06 21:00:00,2486,Clear,287.02,1,Tuesday,21,10,2015
2015-10-06 22:00:00,1560,Clear,286.25,1,Tuesday,22,10,2015
2015-10-06 23:00:00,944,Clear,284.33,1,Tuesday,23,10,2015
2015-10-07 00:00:00,486,Clear,283.15,1,Wednesday,0,10,2015
2015-10-07 01:00:00,350,Clear,282.08,1,Wednesday,1,10,2015
2015-10-07 02:00:00,252,Clear,280.88,1,Wednesday,2,10,2015
2015-10-07 03:00:00,347,Mist,279.1,1,Wednesday,3,10,2015
2015-10-07 04:00:00,910,Mist,278.58,1,Wednesday,4,10,2015
2015-10-07 05:00:00,2872,Mist,277.2,1,Wednesday,5,10,2015
2015-10-07 06:00:00,6039,Mist,277.19,1,Wednesday,6,10,2015
2015-10-07 06:00:00,6039,Fog,277.19,1,Wednesday,6,10,2015
2015-10-07 07:00:00,6054,Mist,276.11,1,Wednesday,7,10,2015
2015-10-07 07:00:00,6054,Fog,276.11,1,Wednesday,7,10,2015
2015-10-07 09:00:00,4396,Clear,281.15,1,Wednesday,9,10,2015
2015-10-07 10:00:00,4489,Clear,282.44,1,Wednesday,10,10,2015
2015-10-07 11:00:00,4591,Clear,285.94,1,Wednesday,11,10,2015
2015-10-07 12:00:00,4911,Clear,286.96,1,Wednesday,12,10,2015
2015-10-07 13:00:00,4781,Clear,288.27,1,Wednesday,13,10,2015
2015-10-07 14:00:00,5211,Clear,289.42,1,Wednesday,14,10,2015
2015-10-07 15:00:00,5643,Clear,289.87,1,Wednesday,15,10,2015
2015-10-07 16:00:00,6304,Clear,290.11,1,Wednesday,16,10,2015
2015-10-07 17:00:00,5972,Clear,289.75,1,Wednesday,17,10,2015
2015-10-07 18:00:00,4763,Clear,288.32,1,Wednesday,18,10,2015
2015-10-07 19:00:00,3656,Clear,286.77,1,Wednesday,19,10,2015
2015-10-07 20:00:00,2943,Clouds,285.97,75,Wednesday,20,10,2015
2015-10-07 21:00:00,2484,Haze,285.92,90,Wednesday,21,10,2015
2015-10-07 22:00:00,1596,Haze,285.91,75,Wednesday,22,10,2015
2015-10-07 22:00:00,1596,Rain,285.91,75,Wednesday,22,10,2015
2015-10-07 23:00:00,952,Haze,286.21,90,Wednesday,23,10,2015
2015-10-07 23:00:00,952,Rain,286.21,90,Wednesday,23,10,2015
2015-10-08 00:00:00,516,Thunderstorm,286.33,75,Thursday,0,10,2015
2015-10-08 00:00:00,516,Rain,286.33,75,Thursday,0,10,2015
2015-10-08 02:00:00,282,Rain,286.68,75,Thursday,2,10,2015
2015-10-08 03:00:00,353,Rain,286.25,90,Thursday,3,10,2015
2015-10-08 04:00:00,892,Rain,285.84,90,Thursday,4,10,2015
2015-10-08 04:00:00,892,Mist,285.84,90,Thursday,4,10,2015
2015-10-08 04:00:00,892,Thunderstorm,285.84,90,Thursday,4,10,2015
2015-10-08 05:00:00,2876,Rain,285.37,90,Thursday,5,10,2015
2015-10-08 05:00:00,2876,Thunderstorm,285.37,90,Thursday,5,10,2015
2015-10-08 05:00:00,2876,Mist,285.37,90,Thursday,5,10,2015
2015-10-08 06:00:00,5884,Rain,285.45,1,Thursday,6,10,2015
2015-10-08 06:00:00,5884,Fog,285.45,1,Thursday,6,10,2015
2015-10-08 06:00:00,5884,Mist,285.45,1,Thursday,6,10,2015
2015-10-08 07:00:00,6251,Mist,285.58,1,Thursday,7,10,2015
2015-10-08 09:00:00,5243,Mist,288.54,1,Thursday,9,10,2015
2015-10-08 11:00:00,4650,Clouds,290.03,75,Thursday,11,10,2015
2015-10-08 12:00:00,4958,Clouds,290.08,75,Thursday,12,10,2015
2015-10-08 13:00:00,5029,Clouds,289.22,90,Thursday,13,10,2015
2015-10-08 14:00:00,5335,Clouds,287.72,90,Thursday,14,10,2015
2015-10-08 15:00:00,5953,Rain,286.39,90,Thursday,15,10,2015
2015-10-08 16:00:00,6312,Drizzle,285.85,90,Thursday,16,10,2015
2015-10-08 16:00:00,6312,Rain,285.85,90,Thursday,16,10,2015
2015-10-08 17:00:00,6032,Mist,285.59,90,Thursday,17,10,2015
2015-10-08 17:00:00,6032,Drizzle,285.59,90,Thursday,17,10,2015
2015-10-08 18:00:00,4539,Mist,285.24,90,Thursday,18,10,2015
2015-10-08 18:00:00,4539,Rain,285.24,90,Thursday,18,10,2015
2015-10-08 18:00:00,4539,Drizzle,285.24,90,Thursday,18,10,2015
2015-10-08 19:00:00,3615,Drizzle,285.02,90,Thursday,19,10,2015
2015-10-08 19:00:00,3615,Mist,285.02,90,Thursday,19,10,2015
2015-10-08 19:00:00,3615,Rain,285.02,90,Thursday,19,10,2015
2015-10-08 20:00:00,3132,Drizzle,284.89,90,Thursday,20,10,2015
2015-10-08 20:00:00,3132,Mist,284.89,90,Thursday,20,10,2015
2015-10-08 21:00:00,2717,Clouds,284.35,90,Thursday,21,10,2015
2015-10-08 22:00:00,1905,Clouds,284.15,90,Thursday,22,10,2015
2015-10-08 23:00:00,1383,Clouds,283.89,90,Thursday,23,10,2015
2015-10-09 00:00:00,2365,Clouds,283.7,90,Friday,0,10,2015
2015-10-09 02:00:00,331,Clouds,282.82,75,Friday,2,10,2015
2015-10-09 03:00:00,463,Clear,282.08,1,Friday,3,10,2015
2015-10-09 04:00:00,862,Clear,281.72,1,Friday,4,10,2015
2015-10-09 09:00:00,4956,Clouds,282.33,90,Friday,9,10,2015
2015-10-09 10:00:00,4612,Clouds,283.02,75,Friday,10,10,2015
2015-10-09 11:00:00,4930,Clear,284.38,8,Friday,11,10,2015
2015-10-09 12:00:00,5084,Clouds,285.26,90,Friday,12,10,2015
2015-10-09 13:00:00,5109,Clouds,285.62,90,Friday,13,10,2015
2015-10-09 14:00:00,5259,Clouds,286.02,90,Friday,14,10,2015
2015-10-09 15:00:00,5623,Clouds,285.99,90,Friday,15,10,2015
2015-10-09 16:00:00,6200,Clouds,286.1,90,Friday,16,10,2015
2015-10-09 20:00:00,3252,Clear,281.78,1,Friday,20,10,2015
2015-10-09 21:00:00,2963,Clear,280.52,1,Friday,21,10,2015
2015-10-09 22:00:00,2061,Mist,279.3,1,Friday,22,10,2015
2015-10-09 23:00:00,1500,Mist,279.6,1,Friday,23,10,2015
2015-10-10 00:00:00,1045,Mist,279.68,1,Saturday,0,10,2015
2015-10-10 01:00:00,532,Clear,279.82,1,Saturday,1,10,2015
2015-10-10 03:00:00,268,Clear,279.84,1,Saturday,3,10,2015
2015-10-10 05:00:00,430,Clear,279.44,1,Saturday,5,10,2015
2015-10-10 07:00:00,1353,Clear,279.83,1,Saturday,7,10,2015
2015-10-10 09:00:00,2423,Clear,283.85,1,Saturday,9,10,2015
2015-10-10 10:00:00,2545,Clear,284.98,1,Saturday,10,10,2015
2015-10-10 11:00:00,2817,Clear,289.35,1,Saturday,11,10,2015
2015-10-10 12:00:00,2962,Clear,291.63,1,Saturday,12,10,2015
2015-10-10 13:00:00,2912,Clear,293.65,1,Saturday,13,10,2015
2015-10-10 14:00:00,2887,Clear,295.24,1,Saturday,14,10,2015
2015-10-10 15:00:00,2938,Clear,296.15,1,Saturday,15,10,2015
2015-10-10 16:00:00,3060,Clouds,296.12,75,Saturday,16,10,2015
2015-10-10 17:00:00,2875,Haze,295.67,1,Saturday,17,10,2015
2015-10-10 18:00:00,2826,Clear,294.66,1,Saturday,18,10,2015
2015-10-10 19:00:00,2579,Clear,293.0,1,Saturday,19,10,2015
2015-10-10 20:00:00,2126,Clouds,292.71,40,Saturday,20,10,2015
2015-10-10 21:00:00,2675,Clear,292.36,1,Saturday,21,10,2015
2015-10-10 22:00:00,3688,Clear,292.07,1,Saturday,22,10,2015
2015-10-10 23:00:00,1798,Clear,291.83,1,Saturday,23,10,2015
2015-10-11 00:00:00,1143,Clear,291.36,1,Sunday,0,10,2015
2015-10-11 01:00:00,817,Clear,290.38,1,Sunday,1,10,2015
2015-10-11 02:00:00,502,Clear,289.62,1,Sunday,2,10,2015
2015-10-11 03:00:00,269,Clear,289.22,1,Sunday,3,10,2015
2015-10-11 04:00:00,215,Clear,288.12,1,Sunday,4,10,2015
2015-10-11 05:00:00,327,Clear,287.47,1,Sunday,5,10,2015
2015-10-11 07:00:00,725,Clear,286.53,1,Sunday,7,10,2015
2015-10-11 08:00:00,1247,Clear,286.37,5,Sunday,8,10,2015
2015-10-11 09:00:00,1827,Clear,289.31,1,Sunday,9,10,2015
2015-10-11 10:00:00,2316,Clear,290.46,5,Sunday,10,10,2015
2015-10-11 11:00:00,2475,Clear,294.29,1,Sunday,11,10,2015
2015-10-11 12:00:00,2662,Clear,296.45,1,Sunday,12,10,2015
2015-10-11 13:00:00,2598,Clear,298.27,1,Sunday,13,10,2015
2015-10-11 14:00:00,2667,Clear,300.18,1,Sunday,14,10,2015
2015-10-11 15:00:00,2723,Clear,300.57,1,Sunday,15,10,2015
2015-10-11 16:00:00,2855,Clear,301.73,1,Sunday,16,10,2015
2015-10-11 17:00:00,2726,Clear,301.3,1,Sunday,17,10,2015
2015-10-11 18:00:00,2474,Clear,300.67,1,Sunday,18,10,2015
2015-10-11 19:00:00,2228,Clear,296.42,1,Sunday,19,10,2015
2015-10-11 20:00:00,2446,Clear,295.85,1,Sunday,20,10,2015
2015-10-11 21:00:00,2175,Clear,295.74,1,Sunday,21,10,2015
2015-10-11 22:00:00,1363,Haze,295.76,1,Sunday,22,10,2015
2015-10-11 23:00:00,868,Haze,294.57,75,Sunday,23,10,2015
2015-10-12 00:00:00,494,Clear,293.02,1,Monday,0,10,2015
2015-10-12 02:00:00,210,Clear,290.77,1,Monday,2,10,2015
2015-10-12 03:00:00,282,Clear,289.34,1,Monday,3,10,2015
2015-10-12 04:00:00,846,Clear,288.0,1,Monday,4,10,2015
2015-10-12 05:00:00,2651,Clear,286.99,1,Monday,5,10,2015
2015-10-12 07:00:00,6241,Clouds,286.9,20,Monday,7,10,2015
2015-10-12 08:00:00,5368,Clouds,287.33,90,Monday,8,10,2015
2015-10-12 09:00:00,4573,Clouds,287.72,90,Monday,9,10,2015
2015-10-12 10:00:00,4216,Rain,287.29,90,Monday,10,10,2015
2015-10-12 11:00:00,4286,Haze,286.62,90,Monday,11,10,2015
2015-10-12 12:00:00,4481,Haze,285.47,90,Monday,12,10,2015
2015-10-12 12:00:00,4481,Rain,285.47,90,Monday,12,10,2015
2015-10-12 13:00:00,4549,Rain,284.13,90,Monday,13,10,2015
2015-10-12 13:00:00,4549,Drizzle,284.13,90,Monday,13,10,2015
2015-10-12 14:00:00,4941,Rain,283.63,90,Monday,14,10,2015
2015-10-12 14:00:00,4941,Drizzle,283.63,90,Monday,14,10,2015
2015-10-12 15:00:00,5384,Rain,283.66,90,Monday,15,10,2015
2015-10-12 15:00:00,5384,Drizzle,283.66,90,Monday,15,10,2015
2015-10-12 16:00:00,6139,Rain,282.67,90,Monday,16,10,2015
2015-10-12 17:00:00,5697,Rain,282.16,90,Monday,17,10,2015
2015-10-12 17:00:00,5697,Haze,282.16,90,Monday,17,10,2015
2015-10-12 17:00:00,5697,Drizzle,282.16,90,Monday,17,10,2015
2015-10-12 18:00:00,4195,Rain,281.8,90,Monday,18,10,2015
2015-10-12 19:00:00,2854,Clouds,281.63,90,Monday,19,10,2015
2015-10-12 20:00:00,2408,Clouds,281.99,90,Monday,20,10,2015
2015-10-12 21:00:00,2125,Clouds,281.9,90,Monday,21,10,2015
2015-10-12 22:00:00,1364,Clouds,281.7,90,Monday,22,10,2015
2015-10-12 23:00:00,864,Clouds,281.43,90,Monday,23,10,2015
2015-10-13 00:00:00,444,Mist,281.16,90,Tuesday,0,10,2015
2015-10-13 00:00:00,444,Rain,281.16,90,Tuesday,0,10,2015
2015-10-13 01:00:00,295,Drizzle,281.14,75,Tuesday,1,10,2015
2015-10-13 02:00:00,251,Clouds,280.68,90,Tuesday,2,10,2015
2015-10-13 03:00:00,310,Clouds,280.75,90,Tuesday,3,10,2015
2015-10-13 04:00:00,867,Clouds,280.31,90,Tuesday,4,10,2015
2015-10-13 05:00:00,2847,Clouds,280.21,90,Tuesday,5,10,2015
2015-10-13 06:00:00,5983,Clouds,279.78,90,Tuesday,6,10,2015
2015-10-13 07:00:00,6465,Clouds,279.65,90,Tuesday,7,10,2015
2015-10-13 08:00:00,5772,Clouds,279.73,75,Tuesday,8,10,2015
2015-10-13 09:00:00,5132,Rain,279.82,90,Tuesday,9,10,2015
2015-10-13 10:00:00,4429,Clouds,280.12,75,Tuesday,10,10,2015
2015-10-13 11:00:00,4533,Clear,281.65,1,Tuesday,11,10,2015
2015-10-13 12:00:00,4864,Clear,283.62,1,Tuesday,12,10,2015
2015-10-13 13:00:00,4769,Clear,285.16,1,Tuesday,13,10,2015
2015-10-13 14:00:00,5301,Clear,286.39,1,Tuesday,14,10,2015
2015-10-13 15:00:00,5759,Clear,287.87,1,Tuesday,15,10,2015
2015-10-13 16:00:00,6367,Clear,287.73,5,Tuesday,16,10,2015
2015-10-13 17:00:00,5827,Clear,287.9,1,Tuesday,17,10,2015
2015-10-13 18:00:00,4711,Clear,286.46,1,Tuesday,18,10,2015
2015-10-13 19:00:00,3313,Clear,283.86,1,Tuesday,19,10,2015
2015-10-13 20:00:00,2898,Clear,282.6,5,Tuesday,20,10,2015
2015-10-13 21:00:00,2424,Clear,279.87,1,Tuesday,21,10,2015
2015-10-13 22:00:00,1665,Clear,279.08,1,Tuesday,22,10,2015
2015-10-13 23:00:00,1409,Clear,278.65,1,Tuesday,23,10,2015
2015-10-14 00:00:00,548,Clear,278.19,1,Wednesday,0,10,2015
2015-10-14 01:00:00,349,Clear,278.08,1,Wednesday,1,10,2015
2015-10-14 02:00:00,300,Clear,276.44,1,Wednesday,2,10,2015
2015-10-14 03:00:00,336,Clear,276.26,1,Wednesday,3,10,2015
2015-10-14 10:00:00,4541,Clear,284.99,1,Wednesday,10,10,2015
2015-10-14 14:00:00,5461,Clear,292.81,1,Wednesday,14,10,2015
2015-10-14 15:00:00,5720,Clear,293.08,1,Wednesday,15,10,2015
2015-10-14 16:00:00,6401,Clear,292.84,1,Wednesday,16,10,2015
2015-10-14 17:00:00,6179,Clouds,292.28,40,Wednesday,17,10,2015
2015-10-14 18:00:00,5122,Clouds,289.92,40,Wednesday,18,10,2015
2015-10-14 19:00:00,3654,Clear,286.15,1,Wednesday,19,10,2015
2015-10-14 20:00:00,2884,Clear,285.18,5,Wednesday,20,10,2015
2015-10-14 21:00:00,2565,Clear,284.75,1,Wednesday,21,10,2015
2015-10-14 22:00:00,1682,Clear,284.86,1,Wednesday,22,10,2015
2015-10-14 23:00:00,992,Clear,284.75,1,Wednesday,23,10,2015
2015-10-15 00:00:00,600,Clear,284.38,1,Thursday,0,10,2015
2015-10-15 02:00:00,265,Clear,281.33,1,Thursday,2,10,2015
2015-10-15 03:00:00,362,Clear,280.69,1,Thursday,3,10,2015
2015-10-15 04:00:00,879,Clear,280.48,1,Thursday,4,10,2015
2015-10-15 06:00:00,5687,Clear,281.01,1,Thursday,6,10,2015
2015-10-15 07:00:00,6382,Clear,280.47,1,Thursday,7,10,2015
2015-10-15 08:00:00,5290,Clear,280.72,1,Thursday,8,10,2015
2015-10-15 09:00:00,5191,Clear,281.2,1,Thursday,9,10,2015
2015-10-15 10:00:00,4650,Clear,284.56,1,Thursday,10,10,2015
2015-10-15 11:00:00,5033,Clear,286.16,1,Thursday,11,10,2015
2015-10-15 12:00:00,5084,Clear,286.67,1,Thursday,12,10,2015
2015-10-15 13:00:00,5056,Clouds,287.3,75,Thursday,13,10,2015
2015-10-15 14:00:00,5353,Clouds,287.77,40,Thursday,14,10,2015
2015-10-15 15:00:00,5880,Clouds,287.47,40,Thursday,15,10,2015
2015-10-15 16:00:00,6431,Clouds,287.6,40,Thursday,16,10,2015
2015-10-15 17:00:00,5834,Clouds,286.62,75,Thursday,17,10,2015
2015-10-15 18:00:00,4679,Clouds,286.14,40,Thursday,18,10,2015
2015-10-15 19:00:00,3469,Clouds,284.26,40,Thursday,19,10,2015
2015-10-15 20:00:00,2819,Clear,283.95,1,Thursday,20,10,2015
2015-10-15 21:00:00,2815,Clear,282.73,1,Thursday,21,10,2015
2015-10-15 22:00:00,2048,Clear,282.23,1,Thursday,22,10,2015
2015-10-16 02:00:00,369,Clear,276.8,1,Friday,2,10,2015
2015-10-16 03:00:00,375,Clear,275.92,1,Friday,3,10,2015
2015-10-16 04:00:00,815,Clear,275.13,1,Friday,4,10,2015
2015-10-16 08:00:00,5024,Clear,273.98,1,Friday,8,10,2015
2015-10-16 09:00:00,4789,Clouds,274.4,40,Friday,9,10,2015
2015-10-16 10:00:00,4623,Clear,276.78,1,Friday,10,10,2015
2015-10-16 11:00:00,5039,Clear,277.93,1,Friday,11,10,2015
2015-10-16 12:00:00,5161,Clear,279.04,1,Friday,12,10,2015
2015-10-16 13:00:00,5307,Clear,280.23,1,Friday,13,10,2015
2015-10-17 03:00:00,360,Clear,273.03,1,Saturday,3,10,2015
